Antenna_Config,SNR_at_BER1e-3_OAMP_dB,SNR_at_BER1e-3_OAMPNet_dB,SNR_Gain_dB
4x4,28.41920544398112,26.292969235875906,2.1262362081052117
8x8,21.847150642682434,18.3827905679456,3.4643600747368346
